Conflict,ConflictDescription,ConflictStatus,MediaOutlet,Link,PublicationDate,Headline
"Trump Chicago","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Chicago","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Las Vegas","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Las Vegas","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Miami Resort","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Miami Resort","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Plaza","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Plaza","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Tower Commercial","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Trump Tower Commercial","",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Mar-a-Lago Club","Mar-A-Lago is a resort and golf club located in Palm Beach, Florida. President Trump purchased Mar-a-Lago in 1985, turning it into a private club and golf course, managed by the Trump Organization, ten years later. The resort seems to be President Trump’s choice destination out of all of the properties he owns. In his first year in office, he spent more time there, a total of 52 days, than any other Trump-branded property. It is also a National Historic Landmark.",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Mar-a-Lago Club","Mar-A-Lago is a resort and golf club located in Palm Beach, Florida. President Trump purchased Mar-a-Lago in 1985, turning it into a private club and golf course, managed by the Trump Organization, ten years later. The resort seems to be President Trump’s choice destination out of all of the properties he owns. In his first year in office, he spent more time there, a total of 52 days, than any other Trump-branded property. It is also a National Historic Landmark.",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "CNN","https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","11/10/2018","Trump properties received $3.2 million during midterms, FEC records show"
"Federal Election Commission","",Active, "Wall Street Journal","https://www.wsj.com/articles/donald-trump-played-central-role-in-hush-payoffs-to-stormy-daniels-and-karen-mcdougal-1541786601","11/09/2018","Donald Trump Played Central Role in Hush Payoffs to Stormy Daniels and Karen McDougal"
"Michael Cohen","",Active, "Wall Street Journal","https://www.wsj.com/articles/donald-trump-played-central-role-in-hush-payoffs-to-stormy-daniels-and-karen-mcdougal-1541786601","11/09/2018","Donald Trump Played Central Role in Hush Payoffs to Stormy Daniels and Karen McDougal"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "McClatchy","https://www.mcclatchydc.com/latest-news/article221420605.html","11/09/2018","Rich Russian who may have grossly overpaid for a Trump mansion is mired in a big scandal"
"Deutsche Bank","",Active, "NBC","https://www.cnbc.com/2018/11/08/trumps-deutsche-bank-ties-just-one-of-several-issues-for-house-rep-waters-says.html","11/08/2018","Trump's Deutsche Bank ties just one of several issues for House, Rep. Waters says"
"Deutsche Bank","",Active, "NBC","https://www.cnbc.com/2018/11/08/trumps-deutsche-bank-ties-just-one-of-several-issues-for-house-rep-waters-says.html","11/08/2018","Trump's Deutsche Bank ties just one of several issues for House, Rep. Waters says"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "Washington Post","https://www.washingtonpost.com/business/newly-empowered-dems-take-aim-at-trump-business-conflicts/2018/11/08/41d63b12-e318-11e8-ba30-a7ded04d8fac_story.html?utm_term=.00e0889e2f4c","11/08/2018","Newly empowered Dems take aim at Trump business conflicts"
